"","x"
"1",131.317971815991
"2",117.208089079509
"3",193.843110560555
"4",197.616881482462
"5",155.049040368888
"6",92.9817415259357
"7",144.351219288328
"8",109.4386038067
"9",113.344515330566
"10",137.545217054769
"11",80.8412695690327
"12",202.24980586523
"13",97.9217664553664
"14",192.527172372199
"15",159.941963509578
"16",56.0872071588696
"17",149.432647954022
"18",114.247382439719
"19",127.747381123343
"20",207.085102314373
"21",153.925229586136
"22",187.686070378621
"23",158.377890601302
"24",219.956798100266
"25",79.9905403195316
"26",103.391543769629
"27",78.2617806182841
"28",242.261012845978
"29",195.190784347094
"30",188.992901787895
"31",129.50829951164
"32",162.698965479937
"33",95.9618032391558
"34",86.6847358691551
"35",179.26204361699
"36",183.651771018103
"37",62.8122839099596
"38",52.2485441314736
"39",134.422449622112
"40",64.960863891567
"41",106.775882755281
"42",197.434042209209
"43",186.61212923597
"44",112.45373075132
"45",133.314659007758
"46",130.824315001814
"47",64.8249902127284
"48",207.908645199617
"49",231.733963507758
"50",152.142916115933
"51",193.225604277619
"52",198.389430533059
"53",70.5921767616103
"54",317.219039948978
"55",184.980990516518
"56",101.835226564853
"57",239.603426550455
"58",50.043172899781
"59",138.649910311971
"60",51.7095436619798
"61",91.9365175446759
"62",211.170791966245
"63",150.828653928658
"64",128.430460891389
"65",59.9851466602685
"66",108.304105097483
"67",165.442157117
"68",197.102872634179
"69",244.462297860672
"70",120.428480171267
"71",148.376432887092
"72",75.4537841126512
"73",182.454636168861
"74",126.470606084138
"75",58.6682174623392
"76",205.449803439477
"77",139.207589500386
"78",99.3055404399675
"79",104.66539458309
"80",166.628037597939
"81",140.630382092588
"82",124.491418761872
"83",93.8194800158798
"84",121.007156089947
"85",54.4944506802512
"86",104.157390923815
"87",186.311203172409
"88",63.3676393190635
"89",176.008183970269
"90",134.815742548959
"91",123.494508735593
"92",183.127170687912
"93",146.7078524831
"94",58.0696281615632
"95",61.7034765368633
"96",107.901724682268
"97",92.2575902388696
"98",89.4219950446685
"99",181.732494393669
"100",68.4937749930484
"101",107.629764170069
"102",103.810087037904
"103",243.307341214333
"104",130.599214300769
"105",206.10000110146
"106",184.726158591684
"107",61.5790552501208
"108",152.425691168142
"109",110.554088805725
"110",165.123660799004
"111",173.985082663996
"112",200.07477250692
"113",76.0272189925681
"114",229.918735977424
"115",229.877875778177
"116",196.690834734972
"117",187.330528062327
"118",191.576313747815
"119",194.050329696711
"120",147.418461333129
"121",123.854913337699
"122",177.195822668357
"123",236.87181686346
"124",94.2994204153172
"125",220.957306730869
"126",153.736292092627
"127",148.518381908574
"128",156.789380712803
"129",129.83072168106
"130",100.74553876444
"131",101.884600304355
"132",115.353381104523
"133",180.605565394275
"134",226.356731473884
"135",156.892376005531
"136",128.74815155884
"137",58.8056734651286
"138",151.703289999434
"139",139.107789270178
"140",241.822646659052
"141",74.442088411204
"142",104.511908821129
"143",69.3460548042362
"144",52.7842298661028
"145",181.717729112957
"146",99.0641923308575
"147",64.0095227645972
"148",166.689425092069
"149",83.5356051768553
"150",256.954085274775
"151",128.090192613168
"152",72.4222228470742
"153",74.0358207929117
"154",128.671346180747
"155",113.665814187936
"156",129.460636594418
"157",178.007680221512
"158",210.813571287473
"159",178.03697846888
"160",167.417739583392
"161",103.821660644897
"162",106.142322501484
"163",146.845422627257
"164",109.898669967868
"165",73.8446722625952
"166",136.646861098815
"167",94.7810921837573
"168",88.3509242219031
"169",245.410091645881
"170",91.694649929316
"171",240.066704265053
"172",60.736539395939
"173",189.857226874742
"174",167.762981096756
"175",120.313023464214
"176",127.573230068576
"177",54.1621006798824
"178",100.017513722899
"179",104.56704155884
"180",126.050852528759
"181",147.91094086845
"182",128.261991733455
"183",95.2778277794643
"184",130.214070326085
"185",60.1948546785732
"186",73.1739242916343
"187",149.974822733467
"188",165.598800385659
"189",105.981722456794
"190",83.3297868143895
"191",137.682363528837
"192",90.1156758452918
"193",100.32383082036
"194",172.796459799931
"195",108.574189797496
"196",152.476482830191
"197",53.4050122906195
"198",120.411878269794
"199",124.465130040935
"200",85.2260536564836
"201",91.0965872845271
"202",80.2891620794756
"203",211.347400129134
"204",107.177964855454
"205",182.235351432041
"206",175.736752077423
"207",160.960466352424
"208",66.9194463965836
"209",173.039371504962
"210",138.118961199436
"211",161.041821018553
"212",180.637742289531
"213",51.305303552102
"214",241.915174396509
"215",167.740630739409
"216",125.947638754258
"217",71.4012859705276
"218",116.629095480403
"219",71.4257649531464
"220",64.1776076424164
"221",172.708078533316
"222",50.8225687056652
"223",120.275208905399
"224",213.347027615415
"225",173.651365144126
"226",209.376883559885
"227",360.209179633378
"228",98.0023343827919
"229",161.713717276456
"230",98.4564209077718
"231",65.1293159778687
"232",145.737359814813
"233",117.215229674096
"234",188.719089526188
"235",62.7317840983513
"236",259.55864719443
"237",169.818132486563
"238",133.965168439996
"239",85.4138137271457
"240",173.317567481017
"241",160.240193461701
"242",250.890094501099
"243",122.391091360588
"244",106.19613770295
"245",72.8134383362255
"246",92.020376426253
"247",103.77711623295
"248",68.8974762627425
"249",184.302614721054
"250",101.557956756414
"251",160.966960520655
"252",82.3909455362825
"253",176.058387617826
"254",138.392043710182
"255",217.780897371483
"256",140.072433070176
"257",84.6110517828079
"258",114.514844035237
"259",136.467918652655
"260",150.084989085885
"261",357.865587087665
"262",143.510194171399
"263",126.04326978825
"264",63.6644328127221
"265",90.3745705303228
"266",68.6756445607599
"267",210.829731376025
"268",59.0787388323218
"269",240.576801087739
"270",58.1717952853308
"271",66.2782322836898
"272",241.05080877219
"273",123.353966079484
"274",63.7622416277329
"275",98.3698629681533
"276",91.8928271518893
"277",250.701883554487
"278",108.462989261924
"279",88.7863965383742
"280",92.2774689999202
"281",80.1463830968386
"282",136.552638702477
"283",134.467214385542
"284",152.776471499072
"285",162.160570288088
"286",102.70973555409
"287",156.338517797273
"288",64.7096692070384
"289",123.792974923118
"290",167.881770791459
"291",188.406978360925
"292",265.16180220332
"293",257.646490063871
"294",202.096886922999
"295",66.5681490491559
"296",197.973924335438
"297",152.76352029194
"298",83.5210073127468
"299",125.860942487136
"300",65.1397734857756
"301",229.799916383467
"302",202.109148900332
"303",91.3174407596825
"304",99.4622674399523
"305",72.2933253540602
"306",130.89091159461
"307",95.7647313964344
"308",163.261157765992
"309",51.0844125848271
"310",107.862354451112
"311",183.208964984065
"312",157.389712526318
"313",82.1499993105551
"314",177.695755557611
"315",56.21674434848
"316",102.005884254162
"317",174.541564770739
"318",117.349951686569
"319",97.9043033587759
"320",85.8533992826561
"321",152.147423660555
"322",117.520567130277
"323",80.3292074376715
"324",100.952425886034
"325",136.789878342003
"326",158.377728156524
"327",59.9165627157324
"328",80.8279583176971
"329",217.382190977421
"330",66.3755710452432
"331",183.041185286115
"332",132.21509329552
"333",205.210277840567
"334",151.345143665466
"335",64.3112994679635
"336",231.88815962837
"337",62.5502980961826
"338",150.612124186671
"339",69.0996769201585
"340",123.93469174313
"341",142.56224022506
"342",89.5657911601009
"343",99.2790819657837
"344",210.143295428103
"345",63.6308914787378
"346",132.592270618761
"347",80.7156446413171
"348",214.191467534247
"349",104.249933819254
"350",80.2819433334812
"351",50.9795203631145
"352",216.609400477765
"353",111.64166035042
"354",69.3259982972593
"355",176.023760713399
"356",250.879246459361
"357",275.457520284427
"358",77.2816659267004
"359",71.8008344986971
"360",54.3835688723605
"361",341.112210437143
"362",131.42701694354
"363",221.919426317169
"364",118.002401653417
"365",63.9716048201599
"366",191.937486844964
"367",140.75633807822
"368",266.847611775891
"369",150.045341099658
"370",169.035468615586
"371",196.872034826614
"372",220.594039504389
"373",60.9327534437124
"374",107.833661111674
"375",203.893910469645
"376",99.7475918331904
"377",199.12025157897
"378",108.593637947228
"379",142.410162675046
"380",89.1885951047065
"381",81.5998920268164
"382",107.345189042938
"383",176.451468997518
"384",110.610729044961
"385",73.4682127342129
"386",212.060189198502
"387",149.200538632251
"388",280.057396366924
"389",122.702579819807
"390",136.928837747585
"391",105.977647976158
"392",126.944782309397
"393",151.596454998009
"394",225.522966007119
"395",90.9519492883968
"396",172.370873729833
"397",179.859969051512
"398",140.136319843995
"399",63.2628752718534
"400",213.081199043119
"401",180.415611476904
"402",70.2128488354224
"403",78.2941961147948
"404",82.2011372388398
"405",203.312140318704
"406",78.3268619535194
"407",85.7535151307389
"408",223.799341416306
"409",69.261337716632
"410",214.404435610833
"411",145.339303618449
"412",160.776888240166
"413",66.2511435211683
"414",157.444946246334
"415",117.21049568563
"416",125.34629329296
"417",187.703669812582
"418",121.173390558448
"419",160.890592097886
"420",157.20375687171
"421",140.564172897438
"422",181.042222723874
"423",72.0340570542872
"424",68.1265491953576
"425",61.740332465789
"426",204.672770815097
"427",66.7343496954301
"428",145.166288112882
"429",180.126131013832
"430",243.846403104419
"431",206.34654258362
"432",232.189663436342
"433",94.2537372884846
"434",114.644549623798
"435",81.2503367181926
"436",122.880977757852
"437",160.547726257272
"438",100.351191140423
"439",65.2363898462601
"440",73.1414253024504
"441",151.967283730224
"442",211.310094390303
"443",136.222076307462
"444",110.516110615363
"445",105.154012349372
"446",194.557061071773
"447",100.375034952216
"448",104.929054750125
"449",54.5855005800579
"450",176.018857228689
"451",69.4263095102079
"452",89.0256027084481
"453",142.283084166208
"454",90.5026088360362
"455",88.9969216712664
"456",176.431732550198
"457",136.624711186646
"458",79.4282579001763
"459",120.282007743259
"460",120.151332265455
"461",170.332039571707
"462",90.6213840896915
"463",120.521866496346
"464",186.392249902368
"465",135.544239798368
"466",83.2652041368615
"467",54.5055347725738
"468",53.3760375172468
"469",168.261145069938
"470",139.739459375073
"471",109.725364595137
"472",100.739551610482
"473",55.1930190392308
"474",82.4087352726377
"475",119.373007055841
"476",78.0958084140436
"477",97.039993690096
"478",75.6613971903248
"479",73.9380686748992
"480",208.143052567415
"481",99.6285520008882
"482",294.315289930379
"483",149.021105535955
"484",177.331720968255
"485",182.945037462551
"486",151.952360419326
"487",90.9142450611502
"488",119.02265843064
"489",94.7031377439937
"490",54.5089007139944
"491",122.013198460318
"492",194.070388928837
"493",107.367673314543
"494",95.6320291842307
"495",89.4352064920811
"496",209.493610493679
"497",130.586183542105
"498",139.258718598448
"499",50.3719857622336
"500",132.021015832801
"501",150.08179498485
"502",151.935448344918
"503",110.012783974229
"504",164.926930025835
"505",110.036804267721
"506",92.5371724128012
"507",163.490955695895
"508",59.4947334783757
"509",136.740072320084
"510",93.733457632514
"511",158.144113512832
"512",92.3081954524163
"513",118.973790412027
"514",155.099901309084
"515",99.031083799676
"516",133.500590196412
"517",52.7237211926532
"518",194.747028090866
"519",164.836065633118
"520",161.795247878202
"521",66.8349156981183
"522",189.191153543018
"523",91.0181386189781
"524",132.384957168971
"525",126.213117481163
"526",193.96918461605
"527",107.769014477504
"528",95.2545284865602
"529",160.166877999727
"530",163.949204073677
"531",178.933934500764
"532",87.4341039523892
"533",53.7568782248069
"534",184.751898136567
"535",179.923252152693
"536",77.7303283477686
"537",164.84795772501
"538",148.026864387131
"539",172.459527522708
"540",105.643120561744
"541",162.350453448665
"542",181.128135111997
"543",253.926707783477
"544",207.294569784649
"545",123.289408645733
"546",131.422888807639
"547",181.626797666279
"548",57.1417980057289
"549",156.618347660459
"550",133.815694969135
"551",108.830448851795
"552",151.667449203743
"553",137.452293679581
"554",154.922447807718
"555",105.239100519202
"556",66.2193863664585
"557",162.891724155284
"558",54.3909399815485
"559",97.4331501425289
"560",76.5190964283541
"561",230.448904519398
"562",63.2845995867747
"563",121.019156638033
"564",75.6989132380885
"565",129.290562718349
"566",156.647280733984
"567",59.990238922452
"568",184.925400680902
"569",131.96078310569
"570",137.679716355989
"571",182.902276661066
"572",125.072108836998
"573",113.467740008023
"574",56.5644002161393
"575",148.735638114658
"576",103.266285531017
"577",131.638067699145
"578",164.769661848605
"579",101.252162487185
"580",157.913837720716
"581",160.426471165976
"582",90.808493303793
"583",167.571898586262
"584",87.8752059626531
"585",223.913213420683
"586",51.2629316467997
"587",155.267181016821
"588",160.035687527496
"589",290.005484120005
"590",152.040527396554
"591",173.886866903009
"592",65.2091199300433
"593",198.430875279558
"594",163.560152544175
"595",224.600212077669
"596",231.004190638314
"597",143.881052596421
"598",104.45220641263
"599",187.158843585241
"600",63.4288651051173
"601",79.8811251083724
"602",132.937852716121
"603",54.0784049250289
"604",135.129363408322
"605",73.3222682937263
"606",107.1829462194
"607",162.209090176537
"608",138.762511417279
"609",128.550355915774
"610",92.3114641633847
"611",74.4287520977565
"612",51.882810128442
"613",96.8549329407143
"614",150.042901459589
"615",105.158448457728
"616",87.5297967725625
"617",85.202420924575
"618",116.446243779541
"619",189.792629785935
"620",149.467849693735
"621",97.5880118617071
"622",250.920263537368
"623",109.896563263705
"624",50.1945236564033
"625",221.46576666338
"626",238.648052352298
"627",109.213313012166
"628",88.3303556115794
"629",85.8622761989934
"630",64.2297434932823
"631",165.190539114818
"632",268.74379646394
"633",92.2461620098241
"634",136.850800200963
"635",120.514381354534
"636",257.546936207762
"637",106.123947411388
"638",56.4058671553814
"639",116.690019956227
"640",108.124227204968
"641",121.955542887304
"642",120.976651058494
"643",56.7314485074614
"644",111.164931925078
"645",162.80823203422
"646",120.282646137472
"647",161.548061676007
"648",134.772356906499
"649",87.9875944684622
"650",57.2278416035818
"651",59.96857407613
"652",62.7425132658937
"653",175.585065283543
"654",119.049935459106
"655",169.6777628722
"656",168.195791576872
"657",115.166636834946
"658",63.8099103392004
"659",64.9781232419959
"660",98.3562941833284
"661",60.326754678897
"662",73.1983021732113
"663",132.16474881465
"664",248.973659979013
"665",113.128415841125
"666",115.620102076142
"667",79.5710178924445
"668",170.046261013441
"669",96.3553452142667
"670",148.359941626585
"671",258.937731986877
"672",103.572332813421
"673",62.6681338158624
"674",225.371646597658
"675",112.017804510446
"676",126.809146995255
"677",178.364973955812
"678",72.0959074426954
"679",154.761840951801
"680",146.566605159774
"681",173.085927290539
"682",103.59718808326
"683",74.6221971414003
"684",120.982680837861
"685",112.197389057511
"686",132.96035355581
"687",90.9418341551111
"688",190.136995092294
"689",56.6410532596014
"690",55.431640301352
"691",140.67754612682
"692",197.38052857314
"693",112.055945754996
"694",90.4779894916
"695",238.163315180469
"696",172.95263255536
"697",139.830528236772
"698",92.0212633537078
"699",107.691321213805
"700",68.3215770065287
"701",54.3504741079563
"702",54.6943260484501
"703",144.67141695832
"704",213.427892986324
"705",83.6109370601925
"706",105.547347101717
"707",81.6397638933993
"708",127.370670633266
"709",106.593906408342
"710",306.700191244583
"711",120.960738141063
"712",85.5426938798541
"713",159.740532385087
"714",121.657101264942
"715",159.017625044968
"716",127.480539997562
"717",187.141650346483
"718",196.457935939774
"719",94.2228725083132
"720",263.530297215374
"721",206.959937461687
"722",243.785515131941
"723",60.5861259743777
"724",213.541892509794
"725",90.4254711673027
"726",248.611546459132
"727",206.518312705858
"728",62.1127434724618
"729",159.203960453802
"730",210.466592290136
"731",219.685810161232
"732",142.592834818963
"733",141.067174527035
"734",78.3806025042714
"735",233.580217256309
"736",153.476698714787
"737",95.1114349764825
"738",100.58203871494
"739",118.08506131004
"740",58.7401006343867
"741",170.739366622239
"742",89.7250976208917
"743",221.21325332798
"744",130.718400453486
"745",157.864811021024
"746",90.7909621897034
"747",67.1399267931732
"748",72.1623953167976
"749",119.853149059836
"750",110.873183767726
"751",165.993585033799
"752",164.604564573109
"753",61.814189202349
"754",186.308117377971
"755",147.743501963184
"756",127.571457746894
"757",248.432460310458
"758",50.1583244026213
"759",65.6171866337109
"760",207.251700935803
"761",69.4255319393342
"762",163.284079622214
"763",51.9754912041866
"764",129.166816257004
"765",130.309154999665
"766",55.9250519271449
"767",242.188417550747
"768",177.010105064853
"769",70.3841296497639
"770",105.451567938832
"771",199.67485789051
"772",122.0005132864
"773",52.7258765068876
"774",236.823102018457
"775",190.303547482164
"776",137.028428764498
"777",142.780957353056
"778",97.2305683145493
"779",193.928098283474
"780",57.3774055489099
"781",196.025493551682
"782",137.289273503799
"783",76.584251847942
"784",106.937278722069
"785",61.0534619762933
"786",97.1808563188418
"787",110.896235333289
